,grain screened,paper type,ink type,type on cylinder,press type,press,unit number,paper mill location,proof cut,viscosity,caliper,ink temperature,humifity,roughness,blade pressure,varnish pct,press speed,ink pct,solvent pct,wax,hardener,roller durometer,current density,anode space ratio,band type,speedBand,cutBand
435,1,1,0,yes,3,3,9.0,2,40.0,58.0,0.267,15.0,80.0,0.1875,30.907563025210084,3.2,2000.0,53.8,43.0,2.5,1.0,35.0,40.0,103.125,0,2,0
436,1,1,0,yes,3,3,2.0,2,47.5,65.0,0.2,15.7,87.0,0.25,30.907563025210084,5.6,1725.0,55.6,38.9,3.0,0.85,34.0,40.0,103.125,0,1,1
437,1,0,0,yes,3,3,9.0,2,40.0,62.0,0.2,13.7,91.0,0.375,32.0,5.6,2300.0,55.6,38.9,2.5,1.0,33.0,40.0,100.0,0,3,0
438,1,0,0,yes,3,3,2.0,2,40.0,62.0,0.2,14.9,80.0,0.5,28.0,3.4,2303.0,56.8,39.8,2.5,0.6,33.0,40.0,100.0,0,3,0
439,1,0,0,yes,1,4,2.0,2,45.0,58.0,0.2,15.0,75.0,0.625,20.0,10.5,2100.0,52.6,36.8,2.5,0.7,33.0,40.0,103.125,0,3,0
440,1,0,0,yes,1,4,7.0,2,45.0,58.0,0.2,15.0,72.0,0.625,25.0,10.5,2100.0,52.6,36.8,2.5,0.8,33.0,40.0,103.125,0,3,0
441,0,1,1,yes,1,4,7.0,2,42.0,58.0,0.233,16.0,78.0,0.5,25.0,10.3239852398524,1800.0,58.8,41.2,2.5,1.0,34.0,40.0,103.125,0,1,0
442,1,1,0,yes,2,0,2.0,2,27.5,41.0,0.267,17.58,80.0,0.75,50.0,3.4,1490.0,56.8,39.8,3.0,1.0,35.0,40.0,103.125,0,0,0
443,1,1,0,yes,2,0,7.0,2,35.0,41.0,0.267,16.66,78.0,0.75,50.0,7.6,1490.0,54.3,38.0,3.0,1.0,35.0,40.0,106.7,0,0,0
444,0,1,1,yes,2,0,2.0,2,60.0,60.0,0.2,15.0,80.0,0.75,50.0,10.4,1380.0,47.2,42.5,3.0,1.0,38.0,40.0,106.5,0,0,2
445,1,1,0,yes,2,0,2.0,2,40.0,60.0,0.2,15.0,80.0,0.625,50.0,10.3239852398524,1400.0,58.8,41.2,3.0,0.6,34.0,40.0,103.1,0,0,0
446,1,1,0,yes,2,0,7.0,2,45.0360824742268,60.0,0.2,15.0,80.0,0.625,50.0,6.6,1400.0,54.9,38.5,3.0,1.1,34.0,40.0,103.1,0,0,1
447,0,1,1,yes,2,0,2.0,2,45.0,58.0,0.2,17.0,72.0,0.75,30.907563025210084,3.2,1470.0,53.8,43.0,3.0,1.0,34.0,40.0,100.0,0,0,0
448,1,0,0,no,1,5,2.0,2,40.0,62.0,0.3,16.1,82.0,0.812,30.0,5.7,1800.0,56.8,37.5,0.7,0.5,30.0,40.0,106.5,0,1,0
449,1,0,0,no,1,5,9.0,2,40.0,62.0,0.233,16.1,78.0,0.5625,25.0,5.5,1800.0,55.0,39.5,1.6,1.5,30.0,40.0,103.23,0,1,0
450,1,0,0,yes,1,5,9.0,2,45.0,57.0,0.233,15.0,88.0,0.5625,30.0,10.4,1900.0,52.1,37.5,2.5,1.8,30.0,40.0,100.0,0,2,0
451,1,0,0,yes,1,5,2.0,2,40.0,59.0,0.3,16.4,85.0,0.8125,30.0,10.3239852398524,1900.0,58.8,41.2,2.0,0.8,30.0,40.0,96.88,0,2,0
452,1,0,0,yes,1,7,2.0,2,35.0,59.0,0.2,16.1,82.0,0.7243334970530452,28.0,10.3239852398524,2500.0,58.8,41.2,2.5,1.3,30.0,40.0,100.0,0,3,0
453,1,0,0,yes,1,7,9.0,2,35.0,59.0,0.2,16.1,84.0,0.7243334970530452,30.0,10.3239852398524,2500.0,55.0,45.0,2.5,1.1,30.0,40.0,100.0,0,3,0
454,1,0,0,yes,3,3,2.0,2,42.5,47.0,0.2,16.2,78.0,0.75,30.0,10.3239852398524,2100.0,56.2,43.8,2.5,1.2,33.0,40.0,110.0,1,3,0
455,0,1,1,no,3,2,2.0,2,40.0,68.0,0.2,14.8,90.0,1.0,30.0,10.3239852398524,1440.0,58.8,41.2,2.5,1.0,40.0,40.0,103.13,1,0,0
456,1,1,0,yes,3,3,2.0,2,40.0,60.0,0.2,15.0,85.0,1.0,25.0,6.9,2100.0,54.0,39.1,2.5,1.2,35.0,40.0,103.13,1,3,0
457,0,1,1,yes,3,3,2.0,2,50.0,65.0,0.27585742187499995,16.0,80.0,0.5,28.0,12.5,1550.0,50.0,37.5,2.5,1.5,34.0,40.0,106.45,1,0,1
458,0,1,1,no,3,3,9.0,2,50.0,60.0,0.267,16.0,78.0,0.5,28.0,4.5,1520.0,53.0,42.0,2.5,1.5,34.0,40.0,106.2,1,0,1
459,1,0,0,yes,3,2,2.0,2,40.0,63.0,0.233,15.8,80.0,0.75,30.0,10.5,2000.0,52.6,36.9,3.0,1.0,33.0,40.0,109.7,1,2,0
460,1,0,0,yes,3,2,9.0,2,40.0,60.0,0.2,14.5,85.0,1.0,35.0,10.3239852398524,1250.0,58.8,41.2,1.5,1.0,30.0,40.0,100.0,1,0,0
461,1,1,0,yes,3,2,2.0,2,40.0,69.0,0.2,14.5,76.0,0.625,22.0,10.3239852398524,1250.0,58.8,41.2,2.5,1.0,35.0,40.0,100.0,1,0,0
462,1,0,0,no,3,2,2.0,2,45.0,61.0,0.2,14.0,98.0,0.75,30.0,10.3239852398524,1600.0,58.8,41.2,2.4,0.9,30.0,40.0,100.0,1,0,0
463,1,1,0,no,3,3,9.0,2,55.0,61.0,0.283,21.0,78.0,1.0,28.0,10.3239852398524,1500.0,58.8,41.2,2.5,0.7,35.0,40.0,100.0,1,0,1
464,1,0,0,yes,3,3,9.0,2,42.5,52.0,0.2,16.0,82.0,0.75,30.0,10.3239852398524,2150.0,58.8,41.2,2.5,1.0,33.0,40.0,110.0,1,3,0
465,0,1,2,no,3,3,2.0,2,50.0,47.0,0.2,15.0,80.0,0.625,28.0,10.3239852398524,1750.0,59.0,41.0,1.0,1.0,38.0,40.0,91.89,1,1,1
466,0,1,1,yes,3,3,2.0,2,45.0360824742268,44.0,0.2,14.3,78.0,0.25,32.0,10.3239852398524,1650.0,56.8,43.2,2.5,2.5,40.0,40.0,100.0,1,1,1
467,1,1,1,yes,3,3,2.0,2,45.0360824742268,43.0,0.2,15.2,78.0,0.75,32.0,8.2,1500.0,51.0,40.8,2.7,1.8,40.0,40.0,106.25,1,0,1
468,0,1,1,yes,3,3,2.0,2,55.0,44.0,0.2,15.0,70.0,0.625,28.0,8.2,1700.0,51.0,40.8,2.5,2.0,40.0,40.0,100.0,1,1,1
469,1,0,0,yes,3,3,2.0,2,40.0,38.0,0.27585742187499995,16.5,85.0,0.625,30.0,4.3,1900.0,53.2,42.5,3.0,1.0,30.0,40.0,103.13,1,2,0
470,1,0,0,yes,3,3,2.0,2,40.0,40.0,0.27585742187499995,15.7,85.0,0.3125,27.0,4.3,2050.0,53.2,42.5,2.5,1.5,30.0,40.0,103.13,1,3,0
471,1,0,0,yes,3,3,2.0,2,40.0,40.0,0.3,14.9,75.0,0.625,28.0,4.3,2000.0,53.2,42.5,2.5,1.5,30.0,40.0,117.86,1,2,0
472,0,1,1,yes,1,4,7.0,2,40.0,47.0,0.2,14.5,85.0,0.75,25.0,10.5,1850.0,52.6,36.9,2.4375238095238094,1.0026717557251907,34.0,40.0,110.0,1,2,0
473,1,0,0,yes,1,4,2.0,2,40.0,49.0,0.3,17.0,75.0,0.625,30.0,10.3239852398524,1600.0,58.8,41.2,2.5,0.65,33.0,40.0,109.6,1,0,0
474,0,1,1,yes,2,0,7.0,2,47.5,58.0,0.217,13.1,70.0,0.7243334970530452,55.0,10.0,1660.0,50.0,40.0,2.9,1.0,34.0,40.0,96.88,1,1,1
475,0,1,2,yes,3,3,2.0,2,50.0,40.0,0.2,15.2,78.0,1.0,24.0,10.3239852398524,1850.0,58.8,41.2,2.9,1.1,40.0,40.0,103.13,1,2,1
476,0,1,1,no,2,0,2.0,2,40.0,65.0,0.2,15.0,80.0,0.625,50.0,10.4,1640.0,47.2,42.4,3.0,1.5,32.0,40.0,103.13,1,1,0
477,1,0,0,yes,1,5,2.0,2,30.0,50.949438202247194,0.3,17.0,78.0,0.8125,30.0,10.3239852398524,1700.0,58.8,41.2,2.5,1.2,30.0,40.0,106.25,1,1,0
478,0,0,0,yes,1,5,9.0,2,30.0,40.0,0.2,14.0,73.0,0.5625,30.0,10.3239852398524,1800.0,58.8,41.2,2.4375238095238094,1.0026717557251907,30.0,40.0,100.0,1,1,0
479,0,1,1,yes,2,0,7.0,2,50.0,62.0,0.267,11.2,80.0,0.7243334970530452,50.0,10.3239852398524,1570.0,58.8,41.2,3.0,1.0,38.0,40.0,103.23,1,0,1
480,0,1,1,yes,2,0,7.0,2,45.0,63.0,0.267,15.0,80.0,0.75,50.0,10.3239852398524,1470.0,58.8,41.2,3.0,1.0,34.0,40.0,100.0,1,0,0
481,0,1,1,no,2,0,7.0,2,37.5,65.0,0.2,16.0,80.0,0.625,50.0,6.6,1640.0,54.9,38.5,3.0,1.0,32.0,40.0,103.13,1,1,0
482,1,1,0,yes,1,4,7.0,2,40.0,39.0,0.2,15.0,83.0,0.625,30.0,10.3239852398524,2000.0,58.1,41.9,2.5,0.6,35.0,40.0,100.0,1,2,0
483,1,1,0,yes,1,4,7.0,2,40.0,39.0,0.2,15.0,72.0,0.375,30.0,10.3239852398524,2000.0,58.1,41.9,2.5,0.3,35.0,40.0,109.9,1,2,0
484,0,1,1,yes,1,4,2.0,2,40.0,59.0,0.25,15.0,80.0,0.75,40.0,13.3,1750.0,51.0,35.7,2.2,0.7,34.0,40.0,100.0,1,1,0
485,1,1,0,yes,3,2,2.0,2,30.0,50.0,0.233,16.1,79.0,0.625,25.0,10.3239852398524,1400.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,106.0,1,0,0
486,0,1,0,yes,1,4,7.0,2,40.0,40.0,0.3,14.5,72.0,0.625,34.0,10.3239852398524,1620.0,55.63853305785125,38.56764462809917,2.5,1.3,32.29433962264151,40.0,102.0,1,1,0
487,1,1,0,no,1,4,7.0,2,45.0,36.0,0.27585742187499995,14.0,76.0,0.625,20.0,10.3239852398524,1700.0,55.63853305785125,38.56764462809917,2.0,0.9,32.29433962264151,40.0,100.0,1,1,0
488,1,1,0,yes,3,3,9.0,2,40.0,40.0,0.3,15.5,75.0,0.75,25.0,10.3239852398524,1100.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,102.941,1,0,0
489,1,0,0,yes,1,5,9.0,2,35.0,42.0,0.2,15.0,78.0,0.5625,40.0,10.3239852398524,1750.0,55.63853305785125,38.56764462809917,2.3,1.0,32.29433962264151,40.0,103.0,1,1,0
490,1,0,0,yes,3,2,2.0,2,55.0,51.0,0.25,16.4,78.0,0.5,29.0,10.3239852398524,1800.0,55.63853305785125,38.56764462809917,1.5,1.0,32.29433962264151,40.0,100.0,1,1,1
491,1,0,0,yes,1,4,2.0,2,35.0,48.0,0.267,16.0,72.0,0.75,20.0,10.3239852398524,1650.0,55.63853305785125,38.56764462809917,1.5,1.1,32.29433962264151,40.0,83.33,1,1,0
492,1,0,0,yes,3,3,2.0,2,47.5,50.0,0.2,17.0,70.0,0.5,30.0,10.3239852398524,2000.0,55.63853305785125,38.56764462809917,2.2,0.7,32.29433962264151,40.0,103.225,1,2,1
493,1,0,0,yes,1,5,10.0,2,40.0,52.0,0.27585742187499995,13.5,85.0,0.75,30.0,10.3239852398524,1900.0,55.63853305785125,38.56764462809917,2.4375238095238094,1.0026717557251907,32.29433962264151,40.0,94.4,1,2,0
494,1,1,0,yes,1,6,2.0,2,47.5,53.0,0.233,17.0,80.0,0.625,20.0,10.3239852398524,1850.0,55.63853305785125,38.56764462809917,2.0,1.5,32.29433962264151,40.0,105.7,1,2,1
495,1,1,0,yes,3,3,9.0,2,50.0,56.0,0.3,15.0,80.0,0.1875,26.0,10.3239852398524,1950.0,55.63853305785125,38.56764462809917,2.5,1.5,32.29433962264151,40.0,102.85700000000001,1,2,1
496,0,1,1,yes,1,5,2.0,2,55.0,56.0,0.3,21.0,80.0,0.875,35.0,10.3239852398524,1650.0,55.63853305785125,38.56764462809917,2.1,0.6,37.614634146341466,40.0,100.0,1,1,1
497,0,1,1,yes,1,5,2.0,2,55.0,54.0,0.3,17.5,82.0,0.8125,28.0,10.3239852398524,1600.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,102.94,1,0,1
498,1,1,1,yes,1,5,2.0,2,40.0,57.0,0.3,16.0,86.0,0.8125,30.0,10.3239852398524,1700.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,102.94,1,1,0
499,1,0,0,yes,3,3,1.0,2,35.0,56.0,0.267,15.1,81.0,0.75,32.0,10.3239852398524,2000.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,102.94,1,2,0
500,1,1,0,yes,1,4,7.0,2,50.0,66.0,0.3,14.8,80.0,0.625,30.0,10.3239852398524,1840.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,100.0,1,2,1
501,0,1,1,yes,3,2,9.0,2,50.0,67.0,0.3,14.5,86.0,0.75,22.0,10.3239852398524,1300.0,55.63853305785125,38.56764462809917,2.5,2.0,37.614634146341466,40.0,102.77,1,0,1
502,1,0,0,no,2,3,2.0,2,45.0360824742268,62.0,0.333,14.5,84.0,0.7243334970530452,23.0,10.3239852398524,1200.0,55.63853305785125,38.56764462809917,2.5,1.0026717557251907,32.29433962264151,40.0,103.22,1,0,1
503,1,2,1,yes,1,4,2.0,2,45.0360824742268,63.0,0.233,15.5,79.0,0.625,35.0,10.3239852398524,1760.0,55.63853305785125,38.56764462809917,2.4,1.0,37.614634146341466,40.0,106.25,1,1,1
504,1,0,0,yes,2,3,9.0,2,45.0360824742268,67.0,0.3,15.1,80.0,0.75,28.0,10.3239852398524,1780.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,106.25,1,1,1
505,1,2,1,yes,1,4,7.0,2,45.0360824742268,50.0,0.333,15.7,82.0,0.7243334970530452,30.0,10.3239852398524,1850.0,55.63853305785125,38.56764462809917,2.4375238095238094,1.0026717557251907,37.614634146341466,40.0,103.22,1,2,1
506,1,2,1,yes,1,4,7.0,2,45.0360824742268,60.0,0.3,15.0,82.0,0.5,22.0,10.3239852398524,1800.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,96.8,1,1,1
507,1,2,1,yes,1,4,7.0,2,45.0360824742268,60.0,0.267,14.8,80.0,0.625,25.0,10.3239852398524,1850.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,96.9,1,2,1
508,1,2,1,yes,1,4,7.0,2,45.0360824742268,56.0,0.3,14.1,82.0,0.625,40.0,10.3239852398524,1800.0,55.63853305785125,38.56764462809917,2.5,0.9,37.614634146341466,40.0,96.9,1,1,1
509,1,2,1,yes,2,3,2.0,2,45.0360824742268,56.0,0.367,15.1,78.0,0.5,29.0,10.3239852398524,1320.0,55.63853305785125,38.56764462809917,2.5,1.0026717557251907,37.614634146341466,40.0,96.9,1,0,1
510,1,2,1,yes,2,3,2.0,2,45.0360824742268,47.0,0.2,15.0,85.0,0.5,24.0,10.3239852398524,1470.0,55.63853305785125,38.56764462809917,1.8,1.7,37.614634146341466,40.0,96.9,1,0,1
511,1,2,1,yes,1,4,7.0,2,45.0360824742268,55.0,0.367,15.5,76.0,0.75,30.0,10.3239852398524,1750.0,55.63853305785125,38.56764462809917,2.5,1.2,37.614634146341466,40.0,96.9,1,1,1
512,1,2,2,yes,2,3,2.0,2,45.0360824742268,53.0,0.3,14.2,72.0,1.0,28.0,10.3239852398524,1600.0,55.63853305785125,38.56764462809917,2.7,1.5,39.8,40.0,106.1,1,0,1
513,1,2,2,yes,2,3,2.0,2,45.0360824742268,39.0,0.3,15.1,71.0,0.625,30.0,10.3239852398524,1700.0,55.63853305785125,38.56764462809917,2.5,1.5,39.8,40.0,106.1,1,1,1
514,1,0,0,yes,2,3,2.0,2,45.0360824742268,46.0,0.3,17.0,80.0,0.25,25.0,10.3239852398524,1700.0,55.63853305785125,38.56764462809917,2.5,1.5,32.29433962264151,30.0,117.7,1,1,1
515,1,2,1,yes,2,2,2.0,2,45.0360824742268,35.0,0.3,16.2,88.0,0.5,28.0,10.3239852398524,1750.0,55.63853305785125,38.56764462809917,2.3,1.0,37.614634146341466,40.0,106.0,1,1,1
516,1,0,0,yes,3,0,7.0,2,45.0360824742268,40.0,0.333,14.5,70.0,0.75,60.0,10.3239852398524,1250.0,55.63853305785125,38.56764462809917,2.0,1.5,32.29433962264151,40.0,112.5,1,0,1
517,1,0,0,yes,3,0,7.0,2,45.0360824742268,39.0,0.3,16.0,72.0,0.75,50.0,10.3239852398524,1350.0,55.63853305785125,38.56764462809917,2.5,2.2,32.29433962264151,40.0,106.6,1,0,1
518,1,2,2,yes,2,2,2.0,2,45.0360824742268,40.0,0.3,16.5,84.0,0.625,26.0,10.3239852398524,1565.0,55.63853305785125,38.56764462809917,2.5,1.0,39.8,40.0,106.6,1,0,1
519,1,2,1,yes,1,4,7.0,2,45.0360824742268,44.0,0.2,16.22,74.0,0.75,30.0,10.3239852398524,2200.0,55.63853305785125,38.56764462809917,2.8,0.8,37.614634146341466,40.0,106.6,1,3,1
520,1,1,1,yes,2,3,2.0,2,45.0360824742268,47.0,0.233,16.5,86.0,0.25,30.907563025210084,10.3239852398524,1750.0,55.63853305785125,38.56764462809917,2.1,2.1,37.614634146341466,40.0,109.6,1,1,1
523,1,0,0,yes,2,3,2.0,2,45.0360824742268,52.0,0.2,16.0,75.0,0.3125,25.0,10.3239852398524,1500.0,55.63853305785125,38.56764462809917,2.5,0.6,32.29433962264151,40.0,109.1,1,0,1
524,1,1,1,yes,2,3,2.0,2,45.0360824742268,50.949438202247194,0.3,15.0,80.0,0.5,30.0,10.3239852398524,2020.0,55.63853305785125,38.56764462809917,2.9,0.5,37.614634146341466,40.0,110.3,1,3,1
525,1,2,1,yes,1,6,2.0,2,45.0360824742268,54.0,0.3,16.5,88.0,0.75,25.0,10.3239852398524,1850.0,55.63853305785125,38.56764462809917,3.0,2.0,37.614634146341466,40.0,107.14,1,2,1
526,1,0,0,yes,2,2,2.0,2,45.0360824742268,56.0,0.3,14.0,91.0,1.125,27.0,10.3239852398524,1650.0,55.63853305785125,38.56764462809917,3.0,1.5,32.29433962264151,40.0,100.0,1,1,1
527,1,0,0,yes,2,2,2.0,2,45.0360824742268,50.0,0.2,16.5,74.0,0.625,34.0,10.3239852398524,1750.0,55.63853305785125,38.56764462809917,2.6,1.0,32.29433962264151,40.0,103.125,1,1,1
528,1,0,0,yes,2,3,9.0,2,45.0360824742268,56.0,0.2,17.0,75.0,0.75,25.0,10.3239852398524,1600.0,55.63853305785125,38.56764462809917,2.0,1.0,32.29433962264151,40.0,103.125,1,0,1
529,1,0,0,yes,2,2,9.0,2,45.0360824742268,55.0,0.2,17.0,95.0,0.625,27.0,10.3239852398524,1600.0,55.63853305785125,38.56764462809917,2.5,1.0,32.29433962264151,40.0,106.25,1,0,1
530,1,2,1,yes,1,4,7.0,2,45.0360824742268,54.0,0.267,15.5,80.0,0.75,40.0,10.3239852398524,2000.0,55.63853305785125,38.56764462809917,1.8,1.3,37.614634146341466,40.0,107.14,1,2,1
531,1,2,1,yes,1,5,2.0,2,45.0360824742268,54.0,0.27585742187499995,15.5,78.0,0.8125,30.0,10.3239852398524,2100.0,55.63853305785125,38.56764462809917,1.2,1.0,37.614634146341466,40.0,97.05,1,3,1
532,1,2,0,yes,1,7,2.0,2,45.0360824742268,53.0,0.27585742187499995,17.0,73.0,0.75,35.0,10.3239852398524,2100.0,55.63853305785125,38.56764462809917,2.6,1.3,32.29433962264151,40.0,113.3,1,3,1
533,1,1,1,no,1,7,2.0,2,45.0360824742268,50.949438202247194,0.27585742187499995,16.0,83.0,0.7243334970530452,28.0,10.3239852398524,2400.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,112.5,1,3,1
534,1,1,1,yes,1,7,9.0,2,45.0360824742268,60.0,0.27585742187499995,14.9,76.0,1.0,30.0,10.3239852398524,2500.0,55.63853305785125,38.56764462809917,0.5,0.5,37.614634146341466,40.0,112.5,1,3,1
535,1,2,1,yes,1,6,2.0,2,45.0360824742268,56.0,0.3,18.3,80.0,1.0,32.0,10.3239852398524,1900.0,55.63853305785125,38.56764462809917,2.4375238095238094,1.0026717557251907,37.614634146341466,40.0,110.0,1,2,1
536,1,2,1,yes,1,6,9.0,2,45.0360824742268,52.0,0.27585742187499995,18.0,82.0,1.0,25.0,10.3239852398524,1880.0,55.63853305785125,38.56764462809917,1.0,1.0,37.614634146341466,40.0,112.5,1,2,1
537,1,2,0,yes,2,2,1.0,2,45.0360824742268,50.949438202247194,0.2,16.1,76.0,0.5,34.0,10.3239852398524,2100.0,55.63853305785125,38.56764462809917,2.4375238095238094,1.0026717557251907,32.29433962264151,40.0,110.0,1,3,1
538,1,2,0,yes,1,6,2.0,2,45.0360824742268,50.949438202247194,0.3,16.5,70.0,1.0,34.0,10.3239852398524,1903.0,55.63853305785125,38.56764462809917,2.7,2.8,32.29433962264151,40.0,108.0,1,2,1
539,1,2,1,yes,1,7,2.0,2,45.0360824742268,46.0,0.267,16.4,76.0,1.0,34.0,10.3239852398524,1903.0,55.63853305785125,38.56764462809917,1.5,2.3,37.614634146341466,40.0,108.0,1,2,1
540,1,2,1,yes,2,2,1.0,2,45.0360824742268,46.0,0.2,14.2,75.0,0.75,25.0,10.3239852398524,2050.0,55.63853305785125,38.56764462809917,2.5,1.0,37.614634146341466,40.0,108.1,1,3,1
