客户编号,工作日上班电话时长,工作日下班电话时长,周末电话时长,国际电话时长,总电话时长,平均每次通话时长
K353680,858.599999,118.500001,67.8,138.591873,1044.9,2.20443037974684
K353800,1027.8,174.900001,64.2,83.380716,1266.900001,2.00458860917721
K353980,2050.2,38.1,56,28.074064,2144.3,2.13788634097707
K354020,630.6,434.100001,99.6,141.999189,1164.300001,2.71398601631702
K354050,1096.2,339.6,127.2,73.873178,1563,2.11216216216216
K354060,1372.2,295.2,75,18.916636,1742.4,1.89803921568627
K354070,889.799999,441.300001,124.499999,75.276558,1455.599999,1.96172506603774
K354170,1320,771.6,84.6,99.326691,2176.2,2.21608961303462
K354390,1570.800001,182.1,88.800001,3.264441,1841.700002,1.93455882563025
K354540,979.2,292.500001,102,92.65086,1373.700001,1.93478873380282
K354580,911.4,299.7,70.800001,175.371526,1281.900001,1.77548476592798
K354700,615.599999,329.699999,72,37.825827,1017.299998,1.90149532336449
K354710,856.2,346.2,114,156.055133,1316.4,2.03148148148148
K354730,1065,487.800001,72,43.821594,1624.800001,2.32114285857143
K354820,882,145.2,61.2,165.560729,1088.4,1.87332185886403
K354890,1406.4,636.900001,93,120.375912,2136.300001,1.99654205700935
K354920,595.199999,354.3,94.500002,123.910405,1044.000001,2.57142857389163
K354930,685.8,332.1,91,130.407136,1108.9,1.58188302425107
K354990,1030.2,513.9,123,86.483029,1667.1,1.92505773672055
K355010,749.400001,250.500001,52.799999,170.255198,1052.700001,2.092842944334
K355060,805.2,534,52.2,48.652927,1391.4,2.56243093922652
K355200,1194,171.9,81,98.768246,1446.9,2.31504
K355220,972,108.300001,58,171.110805,1138.300001,1.81257961942675
K355270,1008.6,403.5,85.5,153.962227,1497.6,2.24527736131934
K355320,987.600001,44.100001,113.399999,60.107003,1145.100001,2.07070524593128
K355350,763.8,206.7,75,52.320308,1045.5,3.38349514563107
K355450,691.799999,279.600001,66,166.746371,1037.4,2.07065868263473
K355520,1575.600001,380.7,64.8,26.725716,2021.100001,1.80778175402504
K355580,730.2,282.599999,73.2,29.694562,1085.999999,3.03351955027933
K355590,798,163.8,52.2,111.750938,1014,2.59335038363171
K355600,1650.600001,533.399999,82.8,101.041986,2266.8,1.95413793103448
K355690,557.399999,493.500001,62.399999,38.21102,1113.299999,2.34873417510549
K355780,904.199999,40.499998,144.6,66.799052,1089.299997,1.69672896728972
K355880,737.400001,498.9,78.500001,108.394861,1314.800002,2.22847457966102
K355890,1204.2,42.899999,74,26.49011,1321.099999,2.79894067584746
K355930,1179,177.3,70.2,159.338298,1426.5,1.82183908045977
K356090,1014,447.6,69.6,22.190648,1531.2,2.16577086280057
K356100,953.400001,100.8,105.599999,86.085072,1159.8,1.75196374622357
K356140,701.4,397.8,60,12.281499,1159.2,1.58577291381669
K356160,694.200001,204,139.500001,66.142978,1037.700002,2.73799472823219
K356220,883.8,486.6,89,23.795674,1459.4,2.10895953757225
K356260,2086.200002,383.700001,160.200002,138.850209,2630.100005,2.09236277247415
K356490,1459.8,329.4,59.4,170.275202,1848.6,1.53921731890092
K356510,1185,431.399999,70,77.718403,1686.399999,2.66413901895735
K356610,954,20.1,67.199999,12.857129,1041.299999,1.77393526235094
K356620,1339.200001,618,55.5,64.884653,2012.700001,2.54450063337547
K356640,1066.8,312.9,73.5,141.801611,1453.2,2.40198347107438
K356650,766.200001,320.7,74.500001,157.564697,1161.400002,2.39958678099174
K356660,720.599999,546.599999,56.500001,27.955399,1323.699999,3.52047872074468
K356840,615,333.600001,112.8,75.371557,1061.400001,3.48000000327869
K356850,774.6,531.6,65.4,137.499897,1371.6,2.10045941807044
K356870,1383.6,117.9,78,14.618838,1579.5,2.19070735090153
K356950,1883.4,382.199999,86.4,19.044566,2351.999999,1.78995433713851
K357000,1090.2,556.499999,99.6,15.336034,1746.299999,3.01606217443869
K357050,1399.799999,668.099999,63.6,13.845921,2131.499998,2.09999999802956
K357080,804,109.500001,94,125.777767,1007.500001,1.8902439043152
K357090,1221.600001,198,96.500001,4.61118,1516.100002,2.17206304011461
K357150,886.2,216,103.8,79.821991,1206,2.57142857142857
K357340,1547.399999,615,54.600001,124.789218,2217,1.72663551401869
K357470,633,576.599999,50.400001,48.702671,1260,1.89473684210526
K357540,1825.200001,330.3,91.799999,9.754739,2247.3,2.39329073482428
K357670,1365,461.400001,110.400001,148.418891,1936.800002,2.18108108333333
K357680,970.800001,255,52.800001,34.883538,1278.600002,2.11338843305785
K357860,553.2,373.8,177,37.169157,1104,2.34394904458599
K357880,1332.6,528.3,108.5,50.259457,1969.4,2.64704301075269
K358010,1019.400001,433.200001,119.400001,66.066026,1572.000003,2.25862069396552
K358060,732.6,295.2,54.6,3.902546,1082.4,2.3789010989011
K358080,1211.4,370.5,61.2,78.701516,1643.1,2.98203266787659
K358170,1674,658.200001,96.6,26.906778,2428.800001,2.88456057125891
K358350,790.2,188.099999,61.8,50.604528,1040.099999,2.06779323856859
K358380,1256.4,400.5,56.500002,96.718965,1713.400002,2.49403202620087
K358410,697.799999,415.200001,78.6,94.853789,1191.6,3.11937172774869
K358420,812.4,239.099999,64.200001,89.913155,1115.7,2.02854545454545
K358540,805.2,216.299999,65.400001,58.507847,1086.9,2.83046875
K358590,1283.400001,261,53.400001,158.325256,1597.800002,1.7635761611479
K358750,711,247.799999,78.6,98.721055,1037.399999,1.80731707142857
K358770,1191.6,615,119,21.08011,1925.6,2.83176470588235
K359000,790.199999,159,70.500001,132.476798,1019.7,2.99911764705882
K359110,597.6,320.699998,83.4,112.100288,1001.699998,2.87020056733524
K359290,640.799999,401.700001,72,8.451868,1114.5,2.38141025641026
K359410,1057.8,629.1,60.600001,114.236691,1747.500001,2.3678861802168
K359450,1187.399999,392.1,124.799999,7.74105,1704.299998,2.03377088066826
K359510,763.2,330.9,152.4,56.215126,1246.5,2.42509727626459
K359590,1084.199999,778.500001,57.6,26.843268,1920.3,2.0003125
K359680,1077,196.499999,65.4,55.460542,1338.899999,2.05984615230769
K359720,1821.599999,308.400001,60.5,24.53157,2190.5,1.66577946768061
K359820,707.4,517.800001,71.4,5.131872,1296.600001,1.79088397928177
K359890,1026.6,291.6,64,141.833792,1382.2,2.90378151260504
K359970,805.8,267.3,97.2,172.467725,1170.3,2.17124304267161
K360060,1867.8,132,106.8,76.546516,2106.6,2.69731113956466
K360160,1009.2,55.8,97.8,125.983544,1162.8,2.63673469387755
K360170,985.800001,416.399999,111.600001,32.488499,1513.800001,2.61450777374784
K360180,858,166.200001,83.500001,91.376882,1107.700002,2.58808411682243
K360200,1058.4,153.900001,137.4,166.146931,1349.700001,2.81774530480167
K360210,1236.6,744,117,15.928352,2097.6,2.11451612903226
K360230,1522.8,234.6,61.2,9.688814,1818.6,3.15729166666667
K360300,1819.800001,648.6,62.500001,63.41655,2530.900002,2.00229430537975
K360330,1584,187.800001,60.599999,3.617046,1832.4,2.55564853556485
K360430,685.8,512.1,53.400001,7.674604,1251.300001,1.92507692461538
K360600,662.4,357.6,56.4,64.696283,1076.4,3.25196374622357
K360650,1153.2,93,53.400001,148.383328,1299.600001,1.59069767564259
K360660,752.4,402,69.6,77.093285,1224,3.1875
K360720,1405.200001,331.500001,118,100.604371,1854.700002,2.42127937597911
K361100,911.4,63,80.5,50.84647,1054.9,2.66388888888889
K361130,810.6,85.199999,165.6,1.143774,1061.399999,2.73556700773196
K361170,796.8,168,82.2,126.301425,1047,2.74803149606299
K361390,1239,313.200001,85.200001,27.374146,1637.400002,3.46173361945032
K361500,833.4,444,53.4,1.393872,1330.8,2.45082872928177
K361530,1548,222.9,75.6,39.777568,1846.5,2.75186289120715
K361800,1255.200001,213,66.5,24.06517,1534.700001,2.82113970772059
K361840,612,509.100001,85.2,175.902329,1206.300001,1.98404605427632
K361920,1000.200001,36.3,88.200001,65.469916,1124.700002,2.16705202697495
K361960,849,419.1,88.500002,52.942053,1356.600002,2.2239344295082
K361970,816.600001,253.8,59,146.808066,1129.400001,2.59632184137931
K362030,914.4,233.7,83.4,178.249731,1231.5,2.17964601769912
K362260,880.200001,587.4,87.6,62.446736,1555.200001,3.30191083014862
K362270,1014.600001,436.800001,60,107.58537,1511.400002,2.46960784640523
K362380,1087.8,93.9,122.4,114.920041,1304.1,1.7622972972973
K362490,1211.4,228,122,60.620044,1561.4,1.98904458598726
K362650,1026.600001,212.7,101.399999,0.891153,1340.7,1.79959731543624
K362930,1194,85.200001,99,95.994088,1378.200001,4.3339622672956
K362970,1050,120.3,92.400001,8.812734,1262.700001,3.58721591193182
K363030,1808.400001,143.400001,55.199999,114.019919,2007.000001,3.47833622357019
K363040,1911.599999,392.400001,78,42.461203,2382,3.44717800289436
K363050,1476.6,328.8,91.8,30.666584,1897.2,4.29230769230769
K363080,882.599999,301.5,53.4,75.313887,1237.499999,3.27380952116402
K363100,669.599999,280.2,62,163.283714,1011.799999,2.50445544306931
K363360,1038,338.099999,91,60.327643,1467.099999,2.70682656642066
K363370,676.8,256.8,94.2,59.518738,1027.8,3.54413793103448
K363430,846.6,189.6,53,73.824406,1089.2,2.70945273631841
K363820,640.8,330.3,82.2,37.647431,1053.3,2.42695852534562
K364070,1112.400001,80.400001,50.5,128.16914,1243.300002,5.80981309345794
K364160,792,217.5,88.200001,49.194996,1097.700001,3.32636363939394
K364290,1273.800001,537,72,34.453775,1882.800001,3.57946768250951
K364300,893.400001,205.500001,53.500001,6.801084,1152.400003,3.42976191369048
K364340,1488.599999,193.5,88.5,27.371973,1770.599999,6.75801526335878
K364390,936.6,61.800001,100.199999,39.012085,1098.6,3.15689655172414
K364580,1003.8,213,136.8,30.836093,1353.6,4.1521472392638
K364610,1029,775.2,80.4,47.525898,1884.6,2.88606431852986
K364720,1616.4,273.6,120,9.736848,2010,4.22268907563025
K364870,2058,131.400001,86,49.383499,2275.400001,5.9565445052356
K365010,902.4,112.200001,95,68.289825,1109.600001,4.90973451769911
K365020,830.4,130.8,81.5,80.753801,1042.7,5.72912087912088
K365040,1434,344.1,54.599999,77.834597,1832.699999,3.13282051111111
K365060,819.6,313.499999,62.4,128.250055,1195.499999,3.7242990623053
K365100,1786.8,170.7,90.599999,62.457393,2048.099999,5.5354054027027
K365120,715.200001,200.7,120,69.51282,1035.900001,2.71889764041995
K365220,798,93.900001,140.400001,151.44443,1032.300002,6.5335443164557
K365250,575.4,455.7,72.500001,115.846056,1103.600001,2.76591478947368
K365270,784.2,317.100001,87,88.523582,1188.300001,3.41465517528736
K365360,964.800001,36,59.500002,22.520714,1060.300003,3.43139159546926
K365480,1290,255,84,175.099654,1629,3.63616071428571
K365510,1328.4,357.3,86.4,52.595194,1772.1,4.35405405405405
K365560,1130.4,286.200001,121.799999,118.617534,1538.4,4.67598784194529
K365570,1063.200001,205.200001,63,83.012932,1331.400002,5.24173229133858
K365610,747.600001,391.2,87.6,25.035898,1226.400001,5.86794258851675
K365620,1263,244.5,72,60.479614,1579.5,3.58163265306122
K365760,646.2,408.6,106.8,76.38023,1161.6,2.65812356979405
K365800,1300.800001,405.300001,91.800001,177.954075,1797.900003,4.48354115461347
K365820,644.399999,278.699999,112.799999,175.519087,1035.899997,3.47617448657718
K365840,961.200001,102.6,97.799999,32.369992,1161.6,3.06490765171504
K365870,994.8,404.7,81.599999,63.498766,1481.099999,2.51033898135593
K365880,686.400001,415.799999,66,19.835905,1168.2,6.34891304347826
K365960,1242,52.2,52.2,156.696354,1346.4,6.732
K366220,1369.800001,55.800001,51.5,107.211576,1477.100002,6.15458334166667
K366270,1612.8,123.9,70,80.114658,1806.7,6.69148148148148
K366350,870.600001,87.900001,79.500002,71.692302,1038.000004,7.86363639393939
K366410,909.6,114.6,122.4,111.14489,1146.6,4.75767634854772
K366430,1328.4,508.5,73.199999,5.905712,1910.099999,3.79741550497018
K366480,1047.6,116.1,147.6,42.907086,1311.3,3.60247252747253
K366640,1740.6,281.7,99,51.764639,2121.3,5.31654135338346
K366650,789.599999,672.899999,87.5,118.091295,1549.999998,4.59940652225519
K366710,900,157.500002,57,41.484828,1114.500002,3.60679612297735
K366750,1065,66.899998,112.8,173.942711,1244.699998,4.66179774531835
K366790,871.799999,142.5,109.799999,77.208838,1124.099998,2.62027971561772
K366840,1183.2,453,82.500001,19.628649,1718.700001,6.51022727651515
K367110,1350.599999,903,93,87.488943,2346.599999,3.57168949619482
K367290,1417.2,344.1,57.6,91.261963,1818.9,7.105078125
K367510,1398.6,516.3,118.8,70.600119,2033.7,4.03511904761905
K367710,1327.800001,51.3,96.6,35.014717,1475.700001,3.83298701558442
K367850,1975.8,176.700001,58.2,106.801254,2210.700001,4.4037848625498
K367910,808.8,345,73,15.666408,1226.8,8.76285714285714
K367940,703.2,257.7,140.500001,166.551162,1101.400001,6.44093567836257
K367970,984.6,267.300001,91.800001,161.294439,1343.700002,3.70165289807163
K367980,811.199999,417.9,52.199999,169.998756,1281.299998,2.70316455274262
K368080,951.6,372.3,55.2,170.280111,1379.1,5.74625
K368180,802.799999,397.799999,108.600001,172.513951,1309.199999,6.1177570046729
K368230,1220.4,648.9,64.799999,102.885494,1934.099999,3.79235293921569
K368290,868.200001,168.3,77,121.34851,1113.500001,2.60772833957845
K368320,1180.799999,516,96.6,81.222678,1793.399999,2.78478260714286
K368340,1183.799999,97.499999,105,83.839354,1386.299998,3.61015624479167
K368420,1021.799999,284.1,112.200001,153.386945,1418.1,3.93916666666667
K368700,1029,510.6,100.200001,178.787093,1639.800001,4.15139240759494
K368900,1802.4,712.2,105.499999,106.235419,2620.099999,4.68711985509839
K368950,736.8,359.7,87,5.661599,1183.5,3.64153846153846
K368970,837,334.5,81.5,81.645567,1253,7.83125
K369050,887.4,109.199999,79.800001,110.757693,1076.4,3.50618892508143
K369090,954.599999,100.5,127.2,113.021919,1182.299999,3.43691860174419
K369180,912.6,283.8,56.5,45.841526,1252.9,9.07898550724638
K369430,1321.2,210.3,61.8,128.306059,1593.3,7.27534246575342
K369480,1216.799999,565.500001,96,160.828451,1878.3,2.59075862068966
K369620,1422,161.399999,61.2,11.080621,1644.599999,5.15548589028213
K369670,1177.2,276.300001,65.4,140.059388,1518.900001,5.93320312890625
K369680,780,544.200001,60.599999,103.454918,1384.8,2.49064748201439
K369770,1114.799999,97.200001,51.6,104.975555,1263.6,4.52903225806451
K369790,1425,936.9,61.5,57.30599,2423.4,3.93409090909091
K369810,757.8,222.300001,72,169.035003,1052.100001,6.41524390853659
K369820,1176.600001,47.399999,58.2,38.739485,1282.2,4.6967032967033
K369860,918,376.8,69,154.36741,1363.8,5.47710843373494
K370100,623.4,464.100001,78,148.671944,1165.500001,5.49764151415094
K370140,1133.4,376.2,114,35.171971,1623.6,6.31750972762646
K370180,646.800001,410.4,61,152.807318,1118.200001,3.58397436217949
K370300,655.2,423,140.4,127.942402,1218.6,2.44208416833667
K370330,1891.800001,113.699999,109.199999,36.908382,2114.699999,9.83581394883721
K370520,1113,551.400001,96,164.509215,1760.400001,3.6147843963039
K370610,845.4,343.5,83.4,63.413868,1272.3,4.46421052631579
K370650,1122.600001,321.3,109.5,5.632006,1553.400001,4.93142857460317
K370950,683.400002,252.300001,120,56.062955,1055.700003,6.24674557988166
K371180,947.4,222.900001,69,129.004901,1239.300001,5.60769231221719
K371470,1400.399999,284.399999,65.399999,152.186952,1750.199997,4.7048387016129
K371500,542.4,393.6,88.800001,135.089887,1024.800001,4.21728395473251
K371510,640.800001,352.499999,72,115.66667,1065.3,2.73153846153846
K371570,1303.799999,295.200001,130.799999,153.496455,1729.799999,3.02412587237762
K371630,1467,603,70.2,18.148625,2140.2,7.01704918032787
K371650,633.600001,394.8,50.399999,147.966506,1078.8,8.49448818897638
K371730,858.599999,408.3,94.799999,83.777774,1361.699998,4.05267856547619
K371750,955.199999,61.199999,117,105.242766,1133.399998,2.92113401546392
K372070,1496.399999,576.3,69,16.069124,2141.699999,6.71379310031348
K372170,971.4,347.1,51,2.275738,1369.5,8.50621118012422
K372190,871.800001,336,85.199999,106.871084,1293,6.36945812807882
K372230,589.8,400.499999,70.2,3.471137,1060.499999,6.88636362987013
K372240,1419.6,305.4,72,33.191298,1797,8.39719626168224
K372650,222.6,127.500001,50.5,96.222489,400.600001,2.08645833854167
K372680,279,114.3,57,87.1132,450.3,2.10420560747664
K372740,165,81.3,76.5,36.020566,322.8,2.69
K372770,267,45.6,75,45.093854,387.6,2.74893617021277
K372790,231,79.8,51.600001,57.837899,362.400001,2.25093168322981
K372810,273,168.300001,57,79.331393,498.300001,3.02000000606061
K372930,216,78.300001,95.400001,81.473073,389.700002,2.4821656178344
K373000,291,18.600002,89.399998,38.76118,399,1.73478260869565
K373050,155.399999,48,98.399999,49.698267,301.799998,2.02550334228188
K373090,288.599999,67.8,54.5,82.975416,410.899999,2.37514450289017
K373120,216,19.500001,95,84.171055,330.500001,2.46641791791045
K373210,234.6,47.700001,87.6,108.652184,369.900001,2.2693251595092
K373540,177,33.6,76.200001,57.328783,286.800001,3.18666667777778
K373620,267,139.2,91.2,86.256241,497.4,2.46237623762376
K373800,266.399999,71.1,63.600001,71.434898,401.1,1.61733870967742
K374020,283.2,109.500001,68.399999,67.771509,461.1,2.31708542713568
K374080,377.4,21.3,54,32.146854,452.7,2.829375
K374120,192.599999,113.400001,67.2,83.751408,373.2,3.36216216216216
K374130,278.4,80.099999,96.500001,99.015609,455,1.91983122362869
K374150,265.2,30.6,78,19.282181,373.8,2.06519337016575
K374180,275.399999,56.699999,109.199999,102.47407,441.299997,2.01506847945205
K374220,276,21.6,79.199999,2.997887,376.799999,2.67234041843972
K374360,136.799999,15,70.799999,18.497347,222.599998,2.782499975
K374390,276,101.4,100.2,90.499331,477.6,2.66815642458101
K374450,196.799999,71.7,57.500001,94.161732,326,2.05031446540881
K374680,199.2,66.3,118.2,3.215085,383.7,3.45675675675676
K374700,292.8,85.8,88.8,108.925549,467.4,3.03506493506494
K374800,251.400001,51.3,52.2,59.989982,354.900001,5.545312515625
K374870,249,107.700001,86.499999,64.323716,443.2,3.88771929824561
K374930,324,42.599999,81,102.985941,447.599999,3.580799992
K375040,280.2,22.499999,71.4,4.694432,374.099999,4.50722890361446
K375090,228,149.7,73.2,50.333138,450.9,2.18883495145631
K375160,313.8,24,68.4,0.625906,406.2,4.51333333333333
K375180,337.2,33.3,51.6,69.359487,422.1,5.628
K375200,94.8,37.5,52.8,28.428471,185.1,3.19137931034483
K375300,213,61.500001,55.2,3.021601,329.700001,6.10555557407407
K375320,264,62.400001,66,23.450614,392.400001,3.80970874757282
K375430,250.8,56.1,133.8,93.151916,440.7,3.39
K375460,272.400001,173.100001,51.599999,56.206211,497.100001,2.73131868681319
K375630,298.799998,42,152.4,153.214258,493.199998,4.74230767307692
K375700,202.2,126.299999,56.399999,31.615637,384.899998,3.56388887037037
K376250,112.199999,10.5,99,22.061926,221.699999,6.33428568571429
K376270,220.8,95.100002,57,86.835046,372.900002,3.13361346218487
K376320,225.6,45.6,81,111.863136,352.2,3.55757575757576
K376330,257.4,39.3,114,95.351817,410.7,3.31209677419355
K376360,184.2,30,69.6,89.938365,283.8,5.9125
K376690,128.4,461.1,32.4,14.900205,621.9,2.82681818181818
K376760,193.2,365.1,28.8,78.50355,587.1,1.7954128440367
K376770,61.200001,461.100001,60.5,43.756645,582.800002,3.46904763095238
K376780,270.6,297,23.500001,40.867607,591.100001,2.39311741295547
K376860,262.2,263.4,52.8,77.689823,578.4,2.60540540540541
K376960,287.4,306.6,121.200001,21.831857,715.200001,2.5006993041958
K376980,256.800001,346.800001,129.6,27.099781,733.200002,6.48849559292035
K377040,103.2,354.899999,57,14.457919,515.099999,2.21072960944206
K377050,269.4,253.499999,56.499999,86.5476,579.399998,2.317599992
K377120,49.200001,407.1,57.5,83.216878,513.800001,7.44637682608696
K377140,178.800001,210.900001,115.199999,50.01515,504.900001,2.38160377830189
K377150,237,284.399999,112.5,66.285856,633.899999,1.85350876900585
K377300,180.6,291.3,53.4,58.691235,525.3,2.2938864628821
K377430,211.2,383.1,25.2,16.0219,619.5,2.58125
K377600,57.6,483.9,47.5,97.662517,589,2.46443514644351
K377710,55.2,535.2,29.499999,95.594039,619.899999,6.07745097058824
K377790,58.8,421.2,94.2,42.162658,574.2,1.77222222222222
K377910,112.8,419.699999,24.6,75.552457,557.099999,1.94790209440559
K377940,238.8,378,5.5,7.238674,622.3,3.53579545454545
K377970,241.800001,380.7,58.199999,34.969448,680.7,2.92145922746781
K377980,298.800001,278.1,39.599999,63.088004,616.5,2.23369565217391
K378020,113.399999,256.5,165.500001,38.574879,535.4,2.78854166666667
K378070,100.200001,578.399999,66,80.523694,744.6,1.58089171974522
K378270,192.6,366.6,47.4,52.220827,606.6,2.67224669603524
K378410,101.4,348.900001,51.6,63.689148,501.900001,2.8355932259887
K378500,271.2,335.699999,102.599999,76.120491,709.499998,2.38888888215488
K378510,93,397.800001,18.500002,12.494769,509.300003,5.04257428712871
K378550,87.599998,561.599998,86,76.782447,735.199996,5.56969693939394
K378790,254.399999,188.1,67.8,38.53437,510.299999,2.30904976923077
K378820,148.2,555.3,18,60.092397,721.5,1.80375
K378830,309,360.599999,44.4,14.503787,713.999999,3.18749999553571
K378840,186,350.100001,32,95.51862,568.100001,2.13571428947368
K378890,136.2,314.4,105.5,71.322919,556.1,3.00594594594595
K379070,258.6,304.799999,57.6,50.295941,620.999999,2.14878892387543
K379080,151.2,485.4,8,21.721684,644.6,5.28360655737705
K379110,211.8,212.099999,112.8,68.08351,536.699999,2.146799996
K379340,91.199999,417.299999,9,58.022952,517.499998,1.60714285093168
K379450,164.4,402.3,20.5,58.563854,587.2,1.97046979865772
K379650,230.4,362.1,69,96.113126,661.5,3.0625
K379660,323.399999,326.399999,62.399999,40.561338,712.199997,1.6797169740566
K379760,160.2,277.5,66,87.019106,503.7,2.79833333333333
K379830,231.6,275.4,46.200001,60.287439,553.200001,1.81973684539474
K380050,301.8,340.8,54,99.908218,696.6,2.86666666666667
K380210,259.8,292.500001,112.2,77.616809,664.500001,2.47947761567164
K380370,221.399999,305.399999,62,1.642575,588.799998,2.46359831799163
K380390,348,260.4,93,92.480347,701.4,2.8056
K380620,145.800001,396.300001,75.599999,73.145618,617.700001,2.36666667049808
K380680,270.6,325.500001,122.4,56.636999,718.500001,1.80527638442211
K380750,277.800001,306.300001,3,28.351624,587.100002,1.97676768350168
K380820,101.4,399,54,96.916948,554.4,1.74339622641509
K380950,122.4,355.8,36.6,98.497055,514.8,3.9
K381030,232.8,318.3,36,14.42119,587.1,1.66789772727273
K381050,142.8,270.3,120.6,32.109954,533.7,2.31038961038961
K381080,86.4,392.4,37.8,36.361911,516.6,4.2
K381230,236.4,295.5,99,98.605487,630.9,4.32123287671233
K381270,246.599999,276.899999,93,5.246468,616.499998,3.69161675449102
K381470,154.200001,361.799999,64.799999,29.22892,580.799999,2.11199999636364
K381570,156,483.3,48,67.426028,687.3,3.10995475113122
K381630,79.199999,438,90,48.780814,607.199999,3.44999999431818
K381770,75,560.7,24,75.062897,659.7,3.15645933014354
K381810,187.199999,272.699999,45,9.442655,504.899998,3.32171051315789
K381850,253.8,330.9,22.8,49.636942,607.5,3.00742574257426
K381940,245.4,270.899999,43,96.478099,559.299999,1.69999999696049
K382400,108.6,489,67.8,65.290981,665.4,2.40216606498195
K382480,229.199999,301.800001,24,77.313557,555,5.84210526315789
K382520,288,322.199999,41.4,91.787365,651.599999,2.76101694491525
K382660,149.400001,381,37.2,2.126486,567.600001,7.46842106578947
K382670,237,451.500001,40.199999,12.167746,728.7,2.29150943396226
K382830,239.399999,204,83.399999,46.33784,526.799998,4.4268907394958
K383260,253.8,239.7,69,29.174742,562.5,3.21428571428571
K383460,274.8,382.8,75,86.235073,732.6,2.50034129692833
K383510,286.2,306.3,124.2,23.335652,716.7,3.14342105263158
K383620,37.2,493.8,36,82.965298,567,1.7027027027027
K383720,168,499.2,7.8,80.229971,675,2.06422018348624
K383920,116.400001,408.900001,33.599999,16.739879,558.900001,1.71969231076923
K384150,199.800001,340.500001,29,14.522924,569.300002,5.69300002
K384310,100.2,473.7,56.399999,92.849557,630.299999,2.76447367982456
K384320,246.6,315.899999,113.4,42.598594,675.899999,2.04818181515152
K384480,255.599999,227.400001,48.599999,40.603226,531.599999,4.3933884214876
K384600,177,351,18,44.469042,546,3.76551724137931
K384710,109.2,516.599999,33,99.184313,658.799999,1.77574123719677
K384800,280.2,211.2,104.4,78.688803,595.8,4.10896551724138
K385020,175.8,363.899999,26,82.347621,565.699999,4.67520660330579
K385060,95.4,476.1,77.5,0.960813,649,2.84649122807018
K385100,275.4,197.700001,85.2,87.095531,558.300001,4.26183206870229
K385130,263.4,315.9,76.800001,72.043324,656.100001,3.15432692788462
K385220,137.4,369.899998,40.2,59.010038,547.499998,4.17938929770992
K385380,210.6,317.7,67.8,22.416649,596.1,2.9509900990099
K385820,214.800001,417.599999,34.800001,62.013682,667.200001,5.95714286607143
K385830,99.600001,429.3,40.2,1.335432,569.100001,3.95208334027778
K385950,229.2,315,37,6.011368,581.2,7.45128205128205
K386250,284.4,237.9,107.4,23.692877,629.7,5.07822580645161
K386330,226.800001,332.399999,66.600001,86.495503,625.800001,6.45154640206186
K386420,250.8,379.8,48.5,38.512077,679.1,2.34982698961938
K386430,94.199998,351.300001,84,24.023597,529.499999,2.55797100966184
K386500,123.600001,585.299999,9,0.723005,717.9,6.70934579439252
K386630,112.8,361.8,73.8,89.119059,548.4,2.82680412371134
K386650,287.4,364.2,40.2,89.207846,691.8,4.64295302013423
K386660,119.399999,369.600001,45,33.547822,534,1.88028169014085
K386740,203.4,423.6,78.6,61.084671,705.6,3.39230769230769
K386900,199.2,498.9,11,52.29664,709.1,5.58346456692913
K387020,113.4,302.100001,94.800001,61.147232,510.300002,2.30904978280543
K387330,65.4,609,9.6,32.245746,684,1.94871794871795
K387380,93.6,379.499999,41,49.181612,514.099999,2.43649288625592
K387390,189.6,388.499999,102,47.116752,680.099999,2.9569565173913
K387420,322.2,348,11.399999,60.736747,681.599999,5.92695651304348
K387720,337.800001,653.4,44.4,80.537677,1035.600001,2.12213114959016
K387820,407.399998,510.9,23.399998,50.824555,941.699996,1.99512711016949
K388030,409.2,594.299999,123,70.736789,1126.499999,1.86506622350993
K388050,216,684,56.399999,46.7057,956.399999,2.64198894751381
K388060,327.599999,618.599999,26,34.572485,972.199998,3.96816325714286
K388180,158.4,937.2,20.4,44.867558,1116,7.39072847682119
K388210,303.599999,699.300001,58.8,24.35753,1061.7,2.75766233766234
K388240,154.2,668.400001,102,98.341455,924.600001,1.83452381150794
K388280,555,570.600001,124.8,67.573573,1250.400001,2.59419087344398
K388400,601.8,563.4,79.2,12.369541,1244.4,1.84082840236686
K388440,358.199999,501.300001,28.800001,89.32755,888.300001,2.775937503125
K388650,172.8,547.5,43.2,94.278397,763.5,2.12674094707521
K388750,464.399999,579.3,22.200001,75.562215,1065.9,2.00734463276836
K388760,71.4,594,153,39.735662,818.4,1.82678571428571
K388770,601.799999,625.799999,21,20.93706,1248.599998,4.54036362909091
K388790,556.8,474.900001,124.8,3.098159,1156.500001,2.55862832079646
K388830,454.2,587.100001,112.2,34.76975,1153.500001,2.12040441360294
K388980,267,542.400001,5.5,47.682356,814.900001,2.41810089317507
K389000,197.4,662.4,88.8,93.184382,948.6,3.13069306930693
K389110,237,715.199999,98.400001,92.835023,1050.6,7.55827338129496
K389130,405.6,570.3,52,60.021431,1027.9,3.59405594405594
K389180,269.4,465.9,21,88.019498,756.3,1.93427109974425
K389200,331.8,391.2,45.5,50.648246,768.5,2.75448028673835
K389350,288,392.399999,69.600001,30.281364,750,2.3961661341853
K389400,181.8,546,37,71.431905,764.8,3.32521739130435
K389450,553.8,619.2,81.499999,14.554604,1254.499999,3.24999999740933
K389470,65.4,714.6,54.500002,92.010712,834.500002,6.37022902290076
